"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"Y5EDAHX7","journalArticle","2022","Chen, Lihan; Jiang, Sihang; Liu, Jingping; Wang, Chao; Zhang, Sheng; Xie, Chenhao; Liang, Jiaqing; Xiao, Yanghua; Song, Rui","Rule mining over knowledge graphs via reinforcement learning","Knowledge-Based Systems","","","10.1016/j.knosys.2022.108371","https://www.sciencedirect.com/science/article/pii/S095070512200140X","Knowledge graphs (KGs) are an important source repository for a wide range of applications and rule mining from KGs recently attracts wide research interest in the KG-related research community. Many solutions have been proposed for the rule mining from large-scale KGs, which however are limited in the inefficiency of rule generation and ineffectiveness of rule evaluation. To solve these problems, in this paper we propose a generation-then-evaluation rule mining approach guided by reinforcement learning. Specifically, a two-phased framework is designed. The first phase aims to train a reinforcement learning agent for rule generation from KGs, and the second is to utilize the value function of the agent to guide the step-by-step rule generation. We conduct extensive experiments on several datasets and the results prove that our rule mining solution achieves state-of-the-art performance in terms of efficiency and effectiveness.","2022","2022-11-09 12:28:08","2022-11-09 12:28:08","","108371-108371","","","242","","","","","","","","","","","","","","","","","","","","","Reinforcement learning; Representation learning; Rule mining","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"48EB3QS9","journalArticle","","Hitchcock, Frank Lauren","The Expression of a Tensor or a Polyadic as a Sum of Products","Journal of Mathematics and Physics","","","","","","","2022-11-09 12:28:09","2022-11-09 12:28:09","","164-189","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CP4PTLEQ","conferencePaper","2018","Lacroix, Timothée; Usunier, Nicolas; Obozinski, Guillaume","Canonical Tensor Decomposition for Knowledge Base Completion","","","","","","","2018","2022-11-09 12:28:09","2022-11-09 12:28:09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ICML","","","","","","","","","","","","","","",""
"VS5LQKMT","journalArticle","2014","Yang, Bishan; Yih, Wen-tau; He, Xiaodong; Gao, Jianfeng; Deng, Li","Embedding Entities and Relations for Learning and Inference in Knowledge Bases","","","","10.48550/ARXIV.1412.6575","https://arxiv.org/abs/1412.6575","","2014","2022-11-09 12:28:09","2022-11-09 12:28:09","","","","","","","","","","","","","","","","","","","","","","Publisher: arXiv","","","","FOS: Computer and information sciences; Computation and Language (cs.CL)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4LIENXKW","journalArticle","","Grover, Aditya; Leskovec, Jure","node2vec: Scalable Feature Learning for Networks","","","9781450342322","10.1145/2939672.2939754","http://dx.doi.org/10.1145/2939672.2939754","Prediction tasks over nodes and edges in networks require careful effort in engineering features used by learning algorithms. Recent research in the broader field of representation learning has led to significant progress in automating prediction by learning the features themselves. However, present feature learning approaches are not expressive enough to capture the diversity of connectivity patterns observed in networks. Here we propose node2vec, an algorithmic framework for learning continuous feature representations for nodes in networks. In node2vec, we learn a mapping of nodes to a low-dimensional space of features that maximizes the likelihood of preserving network neighborhoods of nodes. We define a flexible notion of a node's network neighborhood and design a biased random walk procedure, which efficiently explores diverse neighborhoods. Our algorithm generalizes prior work which is based on rigid notions of network neighborhoods, and we argue that the added flexibility in exploring neighborhoods is the key to learning richer representations. We demonstrate the efficacy of node2vec over existing state-of-the-art techniques on multi-label classification and link prediction in several real-world networks from diverse domains. Taken together , our work represents a new way for efficiently learning state-of-the-art task-independent representations in complex networks.","","2022-11-09 12:28:10","2022-11-09 12:28:10","","","","","","","","","","","","","","","","","","","","","","","","","","Experimentation Keywords: Information networks, Feature learning, Node embed-dings, Graph representations; H28 [Database Manage-ment]: Database applications-Data mining; I26 [Artificial In-telligence]: Learning General Terms: Algorithms","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3LFTYNBW","book","1993","Biggs, Norman","Algebraic Graph Theory","","0-521-45897-8","","","","","1993","2022-11-09 12:28:10","2022-11-09 12:28:10","","","","","","","","","","","","","Cambridge University Press","Cambridge","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Second","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6HKB33VF","bookSection","2009","Baader, Franz","Description Logics","Reasoning Web: Semantic Technologies for Information Systems, 5th International Summer School 2009","","","","","","2009","2022-11-09 12:28:10","2022-11-09 12:28:10","","1-39","","","5689","","","","","","","","Springer–Verlag","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K44SYBQF","book","1965","Harary, Frank.; Norman, Robert Z (Robert Zane); Cartwright, Dorwin","Structural models: an introduction to the theory of directed graphs","","","","","","","1965","2022-11-09 12:28:10","2022-11-09 12:28:10","","","","","","","","","","","","","Wiley","New York","","","","","","","","","","","","Social sciences -- Mathematical models","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JFY88USK","conferencePaper","2013","Bordes, Antoine; Usunier, Nicolas; Garcia-Durán, Alberto; Weston, Jason; Yakhnenko, Oksana","Translating Embeddings for Modeling Multi-Relational Data","","","","","","We consider the problem of embedding entities and relationships of multi-relational data in low-dimensional vector spaces. Our objective is to propose a canonical model which is easy to train, contains a reduced number of parameters and can scale up to very large databases. Hence, we propose TransE, a method which models relationships by interpreting them as translations operating on the low-dimensional embeddings of the entities. Despite its simplicity, this assumption proves to be powerful since extensive experiments show that TransE significantly outperforms state-of-the-art methods in link prediction on two knowledge bases. Besides, it can be successfully trained on a large scale data set with 1M entities, 25k relationships and more than 17M training samples.","2013","2022-11-09 12:28:10","2022-11-09 12:28:10","","2787-2795","","","","","","","","","","","Curran Associates Inc.","Red Hook, NY, USA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the 26th International Conference on Neural Information Processing Systems - Volume 2","","","","","","","","","","","","","","",""
"YZ76YVA8","journalArticle","2011","Nickel, Maximilian; Tresp, Volker; Kriegel, Hans-Peter","A Three-Way Model for Collective Learning on Multi-Relational Data","","","","","","Relational learning is becoming increasingly important in many areas of application. Here, we present a novel approach to relational learning based on the factorization of a three-way tensor. We show that unlike other tensor approaches, our method is able to perform collective learning via the latent components of the model and provide an efficient algorithm to compute the factoriza-tion. We substantiate our theoretical considerations regarding the collective learning capabilities of our model by the means of experiments on both a new dataset and a dataset commonly used in entity resolution. Furthermore, we show on common benchmark datasets that our approach achieves better or on-par results, if compared to current state-of-the-art relational learning solutions , while it is significantly faster to compute.","2011","2022-11-09 12:28:10","2022-11-09 12:28:10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7UBDR8EM","conferencePaper","2020","Lisi, Francesca Alessandra","Using Higher-order Description Logics for Learning and Mining in Complex Domains","","","","","","","2020","2022-11-09 12:28:10","2022-11-09 12:28:10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Description Logics","","","","","","","","","","","","","","",""
"NPFZV4MP","journalArticle","2020","d’Amato, Claudia","Machine Learning for the Semantic Web: Lessons learnt and next research directions","Semantic Web","","","10.3233/SW-200388","","Machine Learning methods have been introduced in the Semantic Web for solving problems such as link and type prediction, ontology enrichment and completion (both at terminological and assertional level). Whilst initially mainly focussing on symbol-based solutions, recently numeric-based approaches have received major attention, motivated by the need to scale on the very large Web of Data. In this paper, the most representative proposals, belonging to the aforementioned categories are surveyed, jointly with the analysis of their main peculiarities and drawbacks. Afterwards the main envisioned research directions for further developing Machine Learning solutions for the Semantic Web are presented.","2020","2022-11-09 12:28:10","2022-11-09 12:28:10","","195-203","","","11","","","","","","","","","","","","","","","","","Publisher: IOS Press","","","","Machine Learning; numeric-based methods; symbol-based methods","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
